"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.06.2012","16.556,00","16.400,00","16.630,00","16.106,00","","0,90%"
"21.06.2012","16.409,00","16.409,00","16.409,00","16.409,00","","-1,07%"
"18.06.2012","16.586,00","16.586,00","16.586,00","16.586,00","","-1,22%"
"15.06.2012","16.791,00","16.791,00","16.791,00","16.791,00","","1,27%"
"14.06.2012","16.580,00","16.580,00","16.580,00","16.580,00","","-2,04%"
"13.06.2012","16.925,00","16.925,00","16.925,00","16.925,00","","-1,13%"
"12.06.2012","17.119,00","17.119,00","17.119,00","17.119,00","","-0,71%"
"11.06.2012","17.241,00","17.241,00","17.241,00","17.241,00","","2,24%"
"08.06.2012","16.863,00","16.863,00","16.863,00","16.863,00","","2,03%"
"07.06.2012","16.528,00","16.528,00","16.528,00","16.528,00","","3,08%"
"06.06.2012","16.034,00","16.034,00","16.034,00","16.034,00","","-0,04%"
"01.06.2012","16.040,00","16.040,00","16.040,00","16.040,00","","-0,80%"
"31.05.2012","16.169,00","16.169,00","16.169,00","16.169,00","","-0,43%"
"30.05.2012","16.239,00","16.239,00","16.239,00","16.239,00","","-1,53%"
"29.05.2012","16.492,00","16.492,00","16.492,00","16.492,00","","-2,67%"
"28.05.2012","16.945,00","16.945,00","16.945,00","16.945,00","","-0,32%"
"25.05.2012","16.999,00","16.999,00","16.999,00","16.999,00","","-0,30%"
"24.05.2012","17.050,00","17.050,00","17.050,00","17.050,00","","2,05%"
"23.05.2012","16.708,00","16.708,00","16.708,00","16.708,00","","-0,87%"
"22.05.2012","16.855,00","16.855,00","16.855,00","16.855,00","","-1,67%"
"21.05.2012","17.141,00","17.141,00","17.141,00","17.141,00","","2,13%"
"18.05.2012","16.783,00","16.783,00","16.783,00","16.783,00","","-2,15%"
"17.05.2012","17.151,00","17.151,00","17.151,00","17.151,00","","1,94%"
"14.05.2012","16.825,00","16.825,00","16.825,00","16.825,00","","-1,95%"
"11.05.2012","17.159,00","17.159,00","17.159,00","17.159,00","","0,21%"
"10.05.2012","17.123,00","17.123,00","17.123,00","17.123,00","","-0,11%"
"09.05.2012","17.141,00","17.141,00","17.141,00","17.141,00","","-0,94%"
"08.05.2012","17.303,00","17.303,00","17.303,00","17.303,00","","-1,24%"
"04.05.2012","17.520,00","17.520,00","17.520,00","17.520,00","","1,74%"
"03.05.2012","17.221,00","17.221,00","17.221,00","17.221,00","","0,00%"
"02.05.2012","17.221,00","17.221,00","17.221,00","17.221,00","","-2,40%"
"01.05.2012","17.644,00","17.644,00","17.644,00","17.644,00","","-1,07%"
"30.04.2012","17.834,00","17.834,00","17.834,00","17.834,00","","-1,14%"
"27.04.2012","18.040,00","18.040,00","18.040,00","18.040,00","","-0,55%"
"26.04.2012","18.140,00","18.140,00","18.140,00","18.140,00","","3,41%"
"25.04.2012","17.542,00","17.542,00","17.542,00","17.542,00","","1,11%"
"24.04.2012","17.350,00","17.350,00","17.350,00","17.350,00","","-0,82%"
"23.04.2012","17.493,00","17.493,00","17.493,00","17.493,00","","-1,46%"
"20.04.2012","17.752,00","17.752,00","17.752,00","17.752,00","","1,16%"
"19.04.2012","17.549,00","17.549,00","17.549,00","17.549,00","","0,66%"
"16.04.2012","17.434,00","17.434,00","17.434,00","17.434,00","","-4,46%"
"13.04.2012","18.247,00","18.247,00","18.247,00","18.247,00","","-2,09%"
"12.04.2012","18.636,00","18.636,00","18.636,00","18.636,00","","3,33%"
"11.04.2012","18.036,00","18.036,00","18.036,00","18.036,00","","-0,39%"
"10.04.2012","18.107,00","18.107,00","18.107,00","18.107,00","","-1,28%"
"05.04.2012","18.342,00","18.342,00","18.342,00","18.342,00","","3,09%"
"04.04.2012","17.792,00","17.792,00","17.792,00","17.792,00","","-3,25%"
"03.04.2012","18.390,00","18.390,00","18.390,00","18.390,00","","1,24%"
"02.04.2012","18.165,00","18.165,00","18.165,00","18.165,00","","2,25%"
"30.03.2012","17.765,00","17.765,00","17.765,00","17.765,00","","3,94%"
"29.03.2012","17.091,00","17.091,00","17.091,00","17.091,00","","-2,42%"
"28.03.2012","17.515,00","17.515,00","17.515,00","17.515,00","","-1,16%"
"27.03.2012","17.721,00","17.721,00","17.721,00","17.721,00","","-2,05%"
"26.03.2012","18.092,00","18.092,00","18.092,00","18.092,00","","-0,18%"
"23.03.2012","18.125,00","18.125,00","18.125,00","18.125,00","","-1,48%"
"22.03.2012","18.398,00","18.398,00","18.398,00","18.398,00","","-3,00%"
"19.03.2012","18.967,00","18.967,00","18.967,00","18.967,00","","0,77%"
"16.03.2012","18.823,00","18.823,00","18.823,00","18.823,00","","-2,48%"
"15.03.2012","19.302,00","19.302,00","19.302,00","19.302,00","","-1,02%"
"14.03.2012","19.500,00","19.500,00","19.500,00","19.500,00","","0,65%"
"13.03.2012","19.375,00","19.375,00","19.375,00","19.375,00","","1,01%"
"12.03.2012","19.181,00","19.181,00","19.181,00","19.181,00","","-0,22%"
"09.03.2012","19.224,00","19.224,00","19.224,00","19.224,00","","2,71%"
"08.03.2012","18.717,00","18.717,00","18.717,00","18.717,00","","-0,55%"
"07.03.2012","18.820,00","18.820,00","18.820,00","18.820,00","","0,83%"
"06.03.2012","18.666,00","18.666,00","18.666,00","18.666,00","","-1,73%"
"05.03.2012","18.995,00","18.995,00","18.995,00","18.995,00","","-2,09%"
"02.03.2012","19.401,00","19.401,00","19.401,00","19.401,00","","-0,11%"
"01.03.2012","19.423,00","19.423,00","19.423,00","19.423,00","","1,24%"
"29.02.2012","19.186,00","19.186,00","19.186,00","19.186,00","","-2,66%"
"28.02.2012","19.710,00","19.710,00","19.710,00","19.710,00","","-1,89%"
"27.02.2012","20.090,00","20.090,00","20.090,00","20.090,00","","-0,12%"
"24.02.2012","20.114,00","20.114,00","20.114,00","20.114,00","","0,87%"
"23.02.2012","19.940,00","19.940,00","19.940,00","19.940,00","","-0,51%"
"22.02.2012","20.042,00","20.042,00","20.042,00","20.042,00","","-0,64%"
"21.02.2012","20.172,00","20.172,00","20.172,00","20.172,00","","2,41%"
"20.02.2012","19.697,00","19.697,00","19.697,00","19.697,00","","0,65%"
"17.02.2012","19.570,00","19.570,00","19.570,00","19.570,00","","-1,39%"
"16.02.2012","19.845,00","19.845,00","19.845,00","19.845,00","","-3,00%"
"13.02.2012","20.458,00","20.458,00","20.458,00","20.458,00","","-0,73%"
"10.02.2012","20.609,00","20.609,00","20.609,00","20.609,00","","-3,82%"
"09.02.2012","21.427,00","21.427,00","21.427,00","21.427,00","","0,10%"
"08.02.2012","21.405,00","21.405,00","21.405,00","21.405,00","","-1,42%"
"07.02.2012","21.714,00","21.714,00","21.714,00","21.714,00","","0,47%"
"06.02.2012","21.613,00","21.613,00","21.613,00","21.613,00","","1,81%"
"03.02.2012","21.229,00","21.229,00","21.229,00","21.229,00","","2,05%"
"02.02.2012","20.803,00","20.803,00","20.803,00","20.803,00","","-0,49%"
"01.02.2012","20.905,00","20.905,00","20.905,00","20.905,00","","0,54%"
"31.01.2012","20.792,00","20.792,00","20.792,00","20.792,00","","-2,19%"
"30.01.2012","21.258,00","21.258,00","21.258,00","21.258,00","","-1,84%"
"27.01.2012","21.657,00","21.657,00","21.657,00","21.657,00","","0,45%"
"26.01.2012","21.561,00","21.561,00","21.561,00","21.561,00","","3,17%"
"25.01.2012","20.899,00","20.899,00","20.899,00","20.899,00","","1,46%"
"24.01.2012","20.599,00","20.599,00","20.599,00","20.599,00","","1,55%"
"23.01.2012","20.284,00","20.284,00","20.284,00","20.284,00","","-0,70%"
"20.01.2012","20.428,00","20.428,00","20.428,00","20.428,00","","1,27%"
"19.01.2012","20.171,00","20.171,00","20.171,00","20.171,00","","4,11%"
"16.01.2012","19.375,00","19.375,00","19.375,00","19.375,00","","-0,95%"
"13.01.2012","19.561,00","19.561,00","19.561,00","19.561,00","","-0,41%"
"12.01.2012","19.641,00","19.641,00","19.641,00","19.641,00","","1,10%"
"11.01.2012","19.427,00","19.427,00","19.427,00","19.427,00","","-0,32%"
"10.01.2012","19.489,00","19.489,00","19.489,00","19.489,00","","2,07%"
"09.01.2012","19.093,00","19.093,00","19.093,00","19.093,00","","1,80%"
"06.01.2012","18.756,00","18.756,00","18.756,00","18.756,00","","0,34%"
"05.01.2012","18.692,00","18.692,00","18.692,00","18.692,00","","-0,63%"
"04.01.2012","18.810,00","18.810,00","18.810,00","18.810,00","","-0,57%"
"03.01.2012","18.917,00","18.917,00","18.917,00","18.917,00","","0,99%"
"30.12.2011","18.731,00","18.731,00","18.731,00","18.731,00","","2,98%"
"29.12.2011","18.189,00","18.189,00","18.189,00","18.189,00","","1,62%"
"28.12.2011","17.899,00","17.899,00","17.899,00","17.899,00","","-3,20%"
"23.12.2011","18.491,00","18.491,00","18.491,00","18.491,00","","-1,01%"
"22.12.2011","18.679,00","18.679,00","18.679,00","18.679,00","","1,68%"
"19.12.2011","18.371,00","18.371,00","18.371,00","18.371,00","","-1,01%"
"16.12.2011","18.558,50","18.558,50","18.558,50","18.558,50","","3,64%"
"15.12.2011","17.907,00","17.907,00","17.907,00","17.907,00","","2,88%"
"14.12.2011","17.405,00","17.405,00","17.405,00","17.405,00","","-4,93%"
"13.12.2011","18.307,50","18.307,50","18.307,50","18.307,50","","-0,70%"
"12.12.2011","18.437,00","18.437,00","18.437,00","18.437,00","","-0,81%"
"09.12.2011","18.587,00","18.587,00","18.587,00","18.587,00","","1,63%"
"08.12.2011","18.288,00","18.288,00","18.288,00","18.288,00","","1,39%"
"07.12.2011","18.037,00","18.037,00","18.037,00","18.037,00","","-2,05%"
"06.12.2011","18.414,00","18.414,00","18.414,00","18.414,00","","-0,43%"
"05.12.2011","18.493,00","18.493,00","18.493,00","18.493,00","","4,35%"
"02.12.2011","17.722,00","17.722,00","17.722,00","17.722,00","","5,96%"
"01.12.2011","16.725,00","16.725,00","16.725,00","16.725,00","","-4,38%"
"30.11.2011","17.492,00","17.492,00","17.492,00","17.492,00","","2,63%"
"29.11.2011","17.043,00","17.043,00","17.043,00","17.043,00","","-0,77%"
"28.11.2011","17.176,00","17.176,00","17.176,00","17.176,00","","1,32%"
"25.11.2011","16.953,00","16.953,00","16.953,00","16.953,00","","-0,68%"
"24.11.2011","17.069,00","17.069,00","17.069,00","17.069,00","","0,29%"
"23.11.2011","17.019,00","17.019,00","17.019,00","17.019,00","","-3,03%"
"22.11.2011","17.550,00","17.550,00","17.550,00","17.550,00","","-1,44%"
"21.11.2011","17.806,00","17.806,00","17.806,00","17.806,00","","0,83%"
"18.11.2011","17.660,00","17.660,00","17.660,00","17.660,00","","-2,75%"
"17.11.2011","18.159,00","18.159,00","18.159,00","18.159,00","","2,01%"
"14.11.2011","17.801,00","17.801,00","17.801,00","17.801,00","","-1,49%"
"11.11.2011","18.069,50","18.069,50","18.069,50","18.069,50","","-0,39%"
"10.11.2011","18.140,00","18.140,00","18.140,00","18.140,00","","0,60%"
"09.11.2011","18.031,00","18.031,00","18.031,00","18.031,00","","-1,64%"
"08.11.2011","18.331,00","18.331,00","18.331,00","18.331,00","","-1,90%"
"07.11.2011","18.686,00","18.686,00","18.686,00","18.686,00","","-1,06%"
"04.11.2011","18.886,00","18.886,00","18.886,00","18.886,00","","2,61%"
"03.11.2011","18.405,00","18.405,00","18.405,00","18.405,00","","-0,85%"
"02.11.2011","18.562,00","18.562,00","18.562,00","18.562,00","","-0,10%"
"01.11.2011","18.580,00","18.580,00","18.580,00","18.580,00","","-5,01%"
"31.10.2011","19.559,00","19.559,00","19.559,00","19.559,00","","-0,64%"
"28.10.2011","19.684,00","19.684,00","19.684,00","19.684,00","","-1,01%"
"27.10.2011","19.884,00","19.884,00","19.884,00","19.884,00","","4,06%"
"26.10.2011","19.108,00","19.108,00","19.108,00","19.108,00","","-3,15%"
"25.10.2011","19.730,00","19.730,00","19.730,00","19.730,00","","-1,23%"
"24.10.2011","19.976,00","19.976,00","19.976,00","19.976,00","","6,37%"
"21.10.2011","18.779,00","18.779,00","18.779,00","18.779,00","","4,46%"
"20.10.2011","17.977,00","17.977,00","17.977,00","17.977,00","","-5,09%"
"17.10.2011","18.942,00","18.942,00","18.942,00","18.942,00","","0,53%"
"14.10.2011","18.842,50","18.842,50","18.842,50","18.842,50","","2,31%"
"13.10.2011","18.417,00","18.417,00","18.417,00","18.417,00","","-3,29%"
"12.10.2011","19.043,00","19.043,00","19.043,00","19.043,00","","1,08%"
"11.10.2011","18.839,00","18.839,00","18.839,00","18.839,00","","-2,63%"
"10.10.2011","19.348,00","19.348,00","19.348,00","19.348,00","","2,50%"
"07.10.2011","18.876,00","18.876,00","18.876,00","18.876,00","","-0,23%"
"06.10.2011","18.920,00","18.920,00","18.920,00","18.920,00","","2,98%"
"05.10.2011","18.372,00","18.372,00","18.372,00","18.372,00","","-1,88%"
"04.10.2011","18.724,00","18.724,00","18.724,00","18.724,00","","-1,45%"
"03.10.2011","18.999,00","18.999,00","18.999,00","18.999,00","","8,10%"
"30.09.2011","17.576,00","17.576,00","17.576,00","17.576,00","","-5,75%"
"29.09.2011","18.648,00","18.648,00","18.648,00","18.648,00","","0,88%"
"28.09.2011","18.485,00","18.485,00","18.485,00","18.485,00","","-2,39%"
"27.09.2011","18.938,00","18.938,00","18.938,00","18.938,00","","5,28%"
"26.09.2011","17.989,00","17.989,00","17.989,00","17.989,00","","-1,51%"
"23.09.2011","18.264,00","18.264,00","18.264,00","18.264,00","","-3,19%"
"22.09.2011","18.865,00","18.865,00","18.865,00","18.865,00","","-9,93%"
"19.09.2011","20.945,00","20.945,00","20.945,00","20.945,00","","-2,52%"
"16.09.2011","21.486,00","21.486,00","21.486,00","21.486,00","","-1,37%"
"15.09.2011","21.785,00","21.785,00","21.785,00","21.785,00","","1,97%"
"14.09.2011","21.364,00","21.364,00","21.364,00","21.364,00","","0,35%"
"13.09.2011","21.290,00","21.290,00","21.290,00","21.290,00","","-1,38%"
"12.09.2011","21.589,00","21.589,00","21.589,00","21.589,00","","2,16%"
"09.09.2011","21.132,00","21.132,00","21.132,00","21.132,00","","-4,21%"
"08.09.2011","22.061,00","22.061,00","22.061,00","22.061,00","","1,43%"
"07.09.2011","21.751,00","21.751,00","21.751,00","21.751,00","","5,38%"
"06.09.2011","20.640,00","20.640,00","20.640,00","20.640,00","","-1,05%"
"05.09.2011","20.858,00","20.858,00","20.858,00","20.858,00","","-2,83%"
"02.09.2011","21.465,00","21.465,00","21.465,00","21.465,00","","-1,15%"
"01.09.2011","21.715,00","21.715,00","21.715,00","21.715,00","","-2,03%"
"31.08.2011","22.166,00","22.166,00","22.166,00","22.166,00","","1,34%"
"30.08.2011","21.873,00","21.873,00","21.873,00","21.873,00","","2,11%"
"26.08.2011","21.422,00","21.422,00","21.422,00","21.422,00","","2,89%"
"25.08.2011","20.821,00","20.821,00","20.821,00","20.821,00","","0,11%"
"24.08.2011","20.798,00","20.798,00","20.798,00","20.798,00","","0,80%"
"23.08.2011","20.633,00","20.633,00","20.633,00","20.633,00","","-0,91%"
"22.08.2011","20.823,00","20.823,00","20.823,00","20.823,00","","-1,68%"
"19.08.2011","21.179,00","21.179,00","21.179,00","21.179,00","","-0,45%"
"18.08.2011","21.275,00","21.275,00","21.275,00","21.275,00","","0,11%"
"15.08.2011","21.252,00","21.252,00","21.252,00","21.252,00","","-0,48%"
"12.08.2011","21.354,00","21.354,00","21.354,00","21.354,00","","-0,92%"
"11.08.2011","21.553,00","21.553,00","21.553,00","21.553,00","","2,99%"
"10.08.2011","20.927,00","20.927,00","20.927,00","20.927,00","","-1,13%"
"09.08.2011","21.167,00","21.167,00","21.167,00","21.167,00","","-0,22%"
"08.08.2011","21.214,00","21.214,00","21.214,00","21.214,00","","-5,61%"
"05.08.2011","22.475,00","22.475,00","22.475,00","22.475,00","","-4,85%"
"04.08.2011","23.620,00","23.620,00","23.620,00","23.620,00","","-0,65%"
"03.08.2011","23.775,00","23.775,00","23.775,00","23.775,00","","-4,02%"
"02.08.2011","24.771,00","24.771,00","24.771,00","24.771,00","","1,02%"
"01.08.2011","24.520,25","24.520,25","24.520,25","24.520,25","","-1,79%"
"29.07.2011","24.966,00","24.966,00","24.966,00","24.966,00","","1,80%"
"28.07.2011","24.525,00","24.525,00","24.525,00","24.525,00","","0,66%"
"27.07.2011","24.365,00","24.365,00","24.365,00","24.365,00","","1,23%"
"26.07.2011","24.070,00","24.070,00","24.070,00","24.070,00","","1,26%"
"25.07.2011","23.770,00","23.770,00","23.770,00","23.770,00","","-0,75%"
"22.07.2011","23.949,00","23.949,00","23.949,00","23.949,00","","0,10%"
"21.07.2011","23.926,00","23.926,00","23.926,00","23.926,00","","0,69%"
"18.07.2011","23.762,00","23.762,00","23.762,00","23.762,00","","-1,51%"
"15.07.2011","24.127,00","24.127,00","24.127,00","24.127,00","","-0,21%"
"14.07.2011","24.178,00","24.178,00","24.178,00","24.178,00","","0,98%"
"13.07.2011","23.943,00","23.943,00","23.943,00","23.943,00","","1,40%"
"12.07.2011","23.613,00","23.613,00","23.613,00","23.613,00","","1,82%"
"11.07.2011","23.192,00","23.192,00","23.192,00","23.192,00","","-2,80%"
"08.07.2011","23.861,00","23.861,00","23.861,00","23.861,00","","-0,05%"
"07.07.2011","23.874,00","23.874,00","23.874,00","23.874,00","","2,23%"
"06.07.2011","23.353,00","23.353,00","23.353,00","23.353,00","","0,33%"
"05.07.2011","23.277,00","23.277,00","23.277,00","23.277,00","","0,57%"
"04.07.2011","23.146,00","23.146,00","23.146,00","23.146,00","","0,75%"
"01.07.2011","22.974,00","22.974,00","22.974,00","22.974,00","","-1,83%"
"30.06.2011","23.403,00","23.403,00","23.403,00","23.403,00","","1,50%"
"29.06.2011","23.058,00","23.058,00","23.058,00","23.058,00","","1,73%"
"28.06.2011","22.665,00","22.665,00","22.665,00","22.665,00","","2,17%"
"27.06.2011","22.184,00","22.184,00","22.184,00","22.184,00","","0,22%"
"24.06.2011","22.135,00","22.135,00","22.135,00","22.135,00","","0,11%"
"23.06.2011","22.110,00","22.110,00","22.110,00","22.110,00","","-0,11%"
"22.06.2011","22.134,00","22.134,00","22.134,00","22.134,00","","1,24%"
"21.06.2011","21.862,00","21.862,00","21.862,00","21.862,00","","1,08%"
"20.06.2011","21.629,00","21.629,00","21.629,00","21.629,00","","0,11%"
"17.06.2011","21.605,00","21.605,00","21.605,00","21.605,00","","0,12%"
"16.06.2011","21.580,00","21.580,00","21.580,00","21.580,00","","-2,99%"
"13.06.2011","22.244,00","22.244,00","22.244,00","22.244,00","","-2,53%"
"10.06.2011","22.821,00","22.821,00","22.821,00","22.821,00","","-1,53%"
"09.06.2011","23.176,00","23.176,00","23.176,00","23.176,00","","2,16%"
"08.06.2011","22.686,00","22.686,00","22.686,00","22.686,00","","0,35%"
"07.06.2011","22.606,00","22.606,00","22.606,00","22.606,00","","-0,04%"
"06.06.2011","22.616,00","22.616,00","22.616,00","22.616,00","","-0,75%"
"03.06.2011","22.787,00","22.787,00","22.787,00","22.787,00","","0,99%"
"02.06.2011","22.564,00","22.564,00","22.564,00","22.564,00","","-2,92%"
"01.06.2011","23.242,00","23.242,00","23.242,00","23.242,00","","-1,47%"
"31.05.2011","23.588,00","23.588,00","23.588,00","23.588,00","","2,19%"
"27.05.2011","23.082,00","23.082,00","23.082,00","23.082,00","","1,14%"
"26.05.2011","22.821,00","22.821,00","22.821,00","22.821,00","","-2,48%"
"25.05.2011","23.401,00","23.401,00","23.401,00","23.401,00","","2,24%"
"24.05.2011","22.889,00","22.889,00","22.889,00","22.889,00","","2,26%"
"23.05.2011","22.384,00","22.384,00","22.384,00","22.384,00","","-4,88%"
"20.05.2011","23.533,00","23.533,00","23.533,00","23.533,00","","-0,07%"
"19.05.2011","23.550,00","23.550,00","23.550,00","23.550,00","","-3,31%"
"16.05.2011","24.356,00","24.356,00","24.356,00","24.356,00","","-0,17%"
"13.05.2011","24.398,00","24.398,00","24.398,00","24.398,00","","-0,62%"
"12.05.2011","24.549,00","24.549,00","24.549,00","24.549,00","","0,00%"
"11.05.2011","24.549,00","24.549,00","24.549,00","24.549,00","","-1,20%"
"10.05.2011","24.848,00","24.848,00","24.848,00","24.848,00","","1,99%"
"09.05.2011","24.363,00","24.363,00","24.363,00","24.363,00","","-0,94%"
"06.05.2011","24.593,00","24.593,00","24.593,00","24.593,00","","0,33%"
"05.05.2011","24.513,00","24.513,00","24.513,00","24.513,00","","-5,04%"
"04.05.2011","25.814,00","25.814,00","25.814,00","25.814,00","","-5,43%"
"03.05.2011","27.295,00","27.295,00","27.295,00","27.295,00","","1,68%"
"28.04.2011","26.844,00","26.844,00","26.844,00","26.844,00","","0,85%"
"27.04.2011","26.618,00","26.618,00","26.618,00","26.618,00","","-0,08%"
"26.04.2011","26.638,00","26.638,00","26.638,00","26.638,00","","-0,92%"
"21.04.2011","26.885,00","26.885,00","26.885,00","26.885,00","","5,41%"
"18.04.2011","25.505,00","25.505,00","25.505,00","25.505,00","","-2,49%"
"15.04.2011","26.155,00","26.155,00","26.155,00","26.155,00","","1,38%"
"14.04.2011","25.800,00","25.800,00","25.800,00","25.800,00","","-1,73%"
"13.04.2011","26.255,00","26.255,00","26.255,00","26.255,00","","-1,63%"
"12.04.2011","26.690,00","26.690,00","26.690,00","26.690,00","","-3,66%"
"11.04.2011","27.705,00","27.705,00","27.705,00","27.705,00","","0,38%"
"08.04.2011","27.600,00","27.600,00","27.600,00","27.600,00","","2,96%"
"07.04.2011","26.807,00","26.807,00","26.807,00","26.807,00","","1,39%"
"06.04.2011","26.440,00","26.440,00","26.440,00","26.440,00","","4,13%"
"05.04.2011","25.391,00","25.391,00","25.391,00","25.391,00","","-0,37%"
"04.04.2011","25.486,00","25.486,00","25.486,00","25.486,00","","-0,39%"
"01.04.2011","25.586,00","25.586,00","25.586,00","25.586,00","","-1,92%"
"31.03.2011","26.086,00","26.086,00","26.086,00","26.086,00","","0,25%"
"30.03.2011","26.021,00","26.021,00","26.021,00","26.021,00","","-2,16%"
"29.03.2011","26.595,00","26.595,00","26.595,00","26.595,00","","1,43%"
"28.03.2011","26.219,00","26.219,00","26.219,00","26.219,00","","-3,09%"
"25.03.2011","27.055,00","27.055,00","27.055,00","27.055,00","","-0,55%"
"24.03.2011","27.204,00","27.204,00","27.204,00","27.204,00","","1,39%"
"23.03.2011","26.830,00","26.830,00","26.830,00","26.830,00","","1,80%"
"22.03.2011","26.355,00","26.355,00","26.355,00","26.355,00","","-1,50%"
"21.03.2011","26.756,00","26.756,00","26.756,00","26.756,00","","-0,03%"
"18.03.2011","26.764,00","26.764,00","26.764,00","26.764,00","","3,18%"
"17.03.2011","25.939,00","25.939,00","25.939,00","25.939,00","","0,54%"
"14.03.2011","25.800,00","25.800,00","25.800,00","25.800,00","","-0,48%"
"11.03.2011","25.924,00","25.924,00","25.924,00","25.924,00","","-0,38%"
"10.03.2011","26.022,00","26.022,00","26.022,00","26.022,00","","-0,38%"
"09.03.2011","26.122,00","26.122,00","26.122,00","26.122,00","","-2,52%"
"08.03.2011","26.796,00","26.796,00","26.796,00","26.796,00","","-2,37%"
"07.03.2011","27.446,00","27.446,00","27.446,00","27.446,00","","-4,63%"
"04.03.2011","28.777,00","28.777,00","28.777,00","28.777,00","","-0,21%"
"03.03.2011","28.839,00","28.839,00","28.839,00","28.839,00","","0,90%"
"02.03.2011","28.582,00","28.582,00","28.582,00","28.582,00","","-0,62%"
"01.03.2011","28.760,00","28.760,00","28.760,00","28.760,00","","-0,75%"
"28.02.2011","28.977,00","28.977,00","28.977,00","28.977,00","","2,85%"
"25.02.2011","28.175,00","28.175,00","28.175,00","28.175,00","","2,51%"
"24.02.2011","27.486,00","27.486,00","27.486,00","27.486,00","","-4,11%"
"23.02.2011","28.664,00","28.664,00","28.664,00","28.664,00","","0,11%"
"22.02.2011","28.632,00","28.632,00","28.632,00","28.632,00","","-2,23%"
"21.02.2011","29.286,00","29.286,00","29.286,00","29.286,00","","0,54%"
"18.02.2011","29.128,00","29.128,00","29.128,00","29.128,00","","2,32%"
"17.02.2011","28.468,00","28.468,00","28.468,00","28.468,00","","-1,39%"
"14.02.2011","28.868,00","28.868,00","28.868,00","28.868,00","","2,09%"
"11.02.2011","28.276,50","28.276,50","28.276,50","28.276,50","","1,60%"
"10.02.2011","27.830,00","27.830,00","27.830,00","27.830,00","","-1,86%"
"09.02.2011","28.357,00","28.357,00","28.357,00","28.357,00","","-0,03%"
"08.02.2011","28.366,00","28.366,00","28.366,00","28.366,00","","0,26%"
"07.02.2011","28.292,00","28.292,00","28.292,00","28.292,00","","-0,20%"
"04.02.2011","28.350,00","28.350,00","28.350,00","28.350,00","","1,49%"
"03.02.2011","27.935,00","27.935,00","27.935,00","27.935,00","","-0,18%"
"02.02.2011","27.986,00","27.986,00","27.986,00","27.986,00","","0,03%"
"01.02.2011","27.977,00","27.977,00","27.977,00","27.977,00","","2,36%"
"31.01.2011","27.333,00","27.333,00","27.333,00","27.333,00","","2,76%"
"28.01.2011","26.600,00","26.600,00","26.600,00","26.600,00","","0,47%"
"27.01.2011","26.475,00","26.475,00","26.475,00","26.475,00","","-0,03%"
"26.01.2011","26.484,00","26.484,00","26.484,00","26.484,00","","2,30%"
"25.01.2011","25.888,00","25.888,00","25.888,00","25.888,00","","-0,97%"
"24.01.2011","26.142,00","26.142,00","26.142,00","26.142,00","","-0,05%"
"21.01.2011","26.154,00","26.154,00","26.154,00","26.154,00","","1,53%"
"20.01.2011","25.760,00","25.760,00","25.760,00","25.760,00","","-0,20%"
"17.01.2011","25.811,00","25.811,00","25.811,00","25.811,00","","-0,16%"
"14.01.2011","25.852,00","25.852,00","25.852,00","25.852,00","","1,27%"
"13.01.2011","25.528,00","25.528,00","25.528,00","25.528,00","","-0,96%"
"12.01.2011","25.776,00","25.776,00","25.776,00","25.776,00","","4,47%"
"11.01.2011","24.672,00","24.672,00","24.672,00","24.672,00","","3,46%"
"10.01.2011","23.847,00","23.847,00","23.847,00","23.847,00","","-1,38%"
"07.01.2011","24.180,00","24.180,00","24.180,00","24.180,00","","-1,44%"
"06.01.2011","24.534,00","24.534,00","24.534,00","24.534,00","","-0,75%"
"05.01.2011","24.720,00","24.720,00","24.720,00","24.720,00","","-1,59%"
"04.01.2011","25.120,00","25.120,00","25.120,00","25.120,00","","1,64%"
"31.12.2010","24.715,00","24.715,00","24.715,00","24.715,00","","1,85%"
"30.12.2010","24.265,00","24.265,00","24.265,00","24.265,00","","1,91%"
"29.12.2010","23.811,00","23.811,00","23.811,00","23.811,00","","-1,26%"
"24.12.2010","24.114,00","24.114,00","24.114,00","24.114,00","","2,31%"
"23.12.2010","23.569,00","23.569,00","23.569,00","23.569,00","","-1,87%"
"22.12.2010","24.019,00","24.019,00","24.019,00","24.019,00","","-2,33%"
"21.12.2010","24.593,00","24.593,00","24.593,00","24.593,00","","0,30%"
"20.12.2010","24.520,00","24.520,00","24.520,00","24.520,00","","-1,81%"
"17.12.2010","24.973,00","24.973,00","24.973,00","24.973,00","","1,22%"
"16.12.2010","24.673,00","24.673,00","24.673,00","24.673,00","","0,83%"
"13.12.2010","24.470,00","24.470,00","24.470,00","24.470,00","","2,30%"
"10.12.2010","23.919,00","23.919,00","23.919,00","23.919,00","","1,57%"
"09.12.2010","23.549,00","23.549,00","23.549,00","23.549,00","","-1,69%"
"08.12.2010","23.953,00","23.953,00","23.953,00","23.953,00","","-0,46%"
"07.12.2010","24.063,00","24.063,00","24.063,00","24.063,00","","2,05%"
"06.12.2010","23.579,00","23.579,00","23.579,00","23.579,00","","0,40%"
"03.12.2010","23.484,00","23.484,00","23.484,00","23.484,00","","-0,65%"
"02.12.2010","23.637,00","23.637,00","23.637,00","23.637,00","","0,50%"
"01.12.2010","23.519,00","23.519,00","23.519,00","23.519,00","","2,21%"
